tower,what_type_of_work_is_here,income_confidence,income_assessment,land_use,comment,area_size_sqkm,cdr_users,mfs_users,user_ratio,cdr_density,mfs_density,building_count,building_density,residential,income_cleaned,income_adjusted,voronoi
1506,Unskilled manual labour,High,Average,Informal Residential,,1.615406662,762,545,1.3981651376,0.0021199562,0.0029640489,1671,1034.414453865,True,average,average,0103000020E6100000010000000700000002B44CA2CA934340706B3EFB832B1BC0B7E6B710D99243408321F9D4DB281BC0AFECCA889A9243402764507EF4231BC0404A147EEF924340676DECC1471C1BC02C9BBAAEE293434074FC14E6EF1E1BC0157CAFFD5F9443402EF8C5AD2B261BC002B44CA2CA934340706B3EFB832B1BC0
1847,Unskilled manual labour,High,Very Poor,Informal Residential,,0.3299880796,983,693,1.4184704185,0.0003356949,0.0004761733,1884,5709.2971428913,True,poor,poor,0103000020E61000000100000007000000623A9FEE9FA04340341D56D452321BC0FAE60E1D24A04340EDE6FC53A9301BC0376E45C302A04340C4ADDE6E772E1BC0AB8897B643A043401975F2DF702C1BC083738229B1A04340569C24D9DC2B1BC0DA05AB9FDDA043404E1BD1584A2E1BC0623A9FEE9FA04340341D56D452321BC0
1865,Unskilled manual labour,High,Very Poor,Informal Residential,,0.7722930152,1566,1075,1.456744186,0.0004931628,0.0007184121,4897,6340.8575548626,True,poor,poor,0103000020E6100000010000000700000042A417552BA14340E00F01B727A51BC0EFB19CA704A1434098604BA9A6A41BC01EF8C00319A04340DA02C378999A1BC036F6249E44A14340EC1E09E0369B1BC0DA55BA5385A14340B93FA446939E1BC05CFA8F5E86A1434024A6F85F42A11BC042A417552BA14340E00F01B727A51BC0
1793,Unskilled manual labour,Medium,Poor / Average,Industrial / Informal Residential,,0.5843859694,1071,754,1.4204244032,0.0005456452,0.0007750477,1044,1786.4905296759,True,poor,poor,0103000020E6100000010000000900000078BE5111029F434071243AAE0F541BC0A4803438AA9E4340EA8835DECB531BC011325B407F9E4340968A062663511BC043AE2A5CA29E43406B3CEBA70A4D1BC0B923E054289F4340109D34A3B54B1BC0430F2D3E549F434012DD76C64F4C1BC018F1120F8E9F4340674538BA47511BC08710D46F889F4340D1BC95089E511BC078BE5111029F434071243AAE0F541BC0
1519,Unskilled manual labour,Medium,Poor / Average,Informal Residential,,0.7818812287,1617,1167,1.3856041131,0.0004835382,0.0006699925,1948,2491.4269950195,True,poor,poor,0103000020E6100000010000000700000060C8FCA4B9944340C78E6748D68C1BC00E6F9CA46F944340BB87F4CC0E8C1BC0345FEB0FC4934340A5BFB31689851BC091114B4B5E94434054F79A4B9C811BC03DAE499C009543402AD1BD66C4851BC06215BD61049543402418A23C308B1BC060C8FCA4B9944340C78E6748D68C1BC0
1742,Unskilled manual labour,High,Very Poor / Poor,Informal Residential / Formal Residential,,0.4547401491,710,528,1.3446969697,0.0006404791,0.0008612503,1268,2788.4056478447,True,poor,poor,0103000020E61000000100000006000000E2B07C309F9D43407146269945581BC0FA6A0F1C919D4340C90705103E581BC08A084C4BE79C434008FB78737E501BC0C825891BA79D4340D67C9372214F1BC0DC2B9B78EB9D4340B8ABB6A944521BC0E2B07C309F9D43407146269945581BC0
1749,Unskilled manual labour,High,Very Poor / Poor,Informal Residential,,0.5661530404,1872,1354,1.3825701625,0.0003024322,0.0004181337,2916,5150.5508088233,True,poor,poor,0103000020E610000001000000080000004F401361019E434073D712F2453B1BC06C0B0884259D43404D1BA49653391BC0DE422951629D4340B3DC1AD0EF341BC0315E584C8A9D4340158BF98F28341BC0709A61D83D9E43408EB1BE9553351BC0AA623573699E4340111E5C5FFB371BC0D292DF645F9E4340A1CE4BFA27391BC04F401361019E434073D712F2453B1BC0
1766,Unskilled manual labour,High,Poor,Informal Residential,,0.5875183451,1676,1164,1.439862543,0.0003505479,0.0005047408,1712,2913.9515629791,True,poor,poor,0103000020E61000000100000007000000CE92358B189E4340C8D04DDBD35A1BC0E2B07C309F9D43407146269945581BC0DC2B9B78EB9D4340B8ABB6A944521BC011325B407F9E4340968A062663511BC0A4803438AA9E4340EA8835DECB531BC01A988826539E43408CF0C7AD5C5A1BC0CE92358B189E4340C8D04DDBD35A1BC0
1806,Unskilled manual labour,High,Poor,Informal Residential,,0.7093365744,1336,914,1.4617067834,0.0005309405,0.0007760794,2397,3379.2138831882,True,poor,poor,0103000020E6100000010000000800000007D397B5429F43400897AC2119861BC0644D5E21EA9E4340A8D1D21837841BC004D566E6F59E434063E1DB6A5D7D1BC0A9E8C755199F4340E2AEBE56517C1BC072504A08B69F434037AA4B70D57B1BC0225456AEFC9F4340EE997602577D1BC0FCEF1A878B9F434047AFA136F3841BC007D397B5429F43400897AC2119861BC0
1790,Commercial,High,Poor,Informal Residential,,0.420680393,1164,818,1.4229828851,0.0003614093,0.0005142792,1741,4138.5337390653,True,poor,poor,0103000020E610000001000000070000008FF60BA9D49E4340B04457C1A15B1BC0F702B342919E4340B5E253B2F85A1BC01A988826539E43408CF0C7AD5C5A1BC0A4803438AA9E4340EA8835DECB531BC078BE5111029F434071243AAE0F541BC01F6F485F3E9F434060568B8FCB581BC08FF60BA9D49E4340B04457C1A15B1BC0
1961,Commercial,Medium,Poor / Average,Informal Residential / Formal Residential,,0.4229650708,843,587,1.4361158433,0.0005017379,0.0007205538,1111,2626.6944404889,True,poor,poor,0103000020E6100000010000000700000061906BDA36A34340B20200BD5BAF1BC0CC414E5BE2A243406FA934F5C1AB1BC058BA14DBC9A24340B83F0FCAE6A91BC04F14E68564A34340352512FD9AA61BC09E1075E267A34340A9DCB14FA9A61BC0003767A8BAA343400BE95101C1AC1BC061906BDA36A34340B20200BD5BAF1BC0
1978,Office services,High,Very Wealthy,Commercial / Formal Residential,,0.4998009951,149,76,1.9605263158,0.0033543691,0.0065763289,289,578.2301412445,True,wealthy,wealthy,0103000020E610000001000000060000007E47B95ACDA343404DB523323F371BC03257526AD8A24340318A5BC7D1311BC0E6C6FC2C45A34340C94CF884522E1BC026BA3DFCCDA34340F740A1ABCC2F1BC092BA50A0F2A34340955840065C361BC07E47B95ACDA343404DB523323F371BC0
1820,Skilled manual labour,High,Average,Education / Informal Residential,,0.6279786958,711,518,1.3725868726,0.000883233,0.0012123141,1228,1955.4803503069,True,average,average,0103000020E61000000100000007000000A0BAF92128A043403D194981B9511BC018F1120F8E9F4340674538BA47511BC0430F2D3E549F434012DD76C64F4C1BC052E5EC1309A043407A5B2E1A91491BC0F03B73FC7DA04340D3AE315F374A1BC0378FAB5184A043402576A0BE264C1BC0A0BAF92128A043403D194981B9511BC0
1533,Unskilled manual labour,High,Average,Informal Residential,,1.3289504412,912,650,1.4030769231,0.0014571825,0.0020445391,2453,1845.8175142598,True,average,average,0103000020E61000000100000008000000D9BE15792F954340709948999E971BC08EEFA9F79D944340D72512DFBE951BC060C8FCA4B9944340C78E6748D68C1BC06215BD61049543402418A23C308B1BC011A8569A9C9543409448536C1A8C1BC0D7E56DE1089643403D17C8E313901BC04C6E6BB0089643406A57BCBF97961BC0D9BE15792F954340709948999E971BC0
1894,Skilled manual labour,High,Average,Formal Residential,,0.2777888999,808,571,1.415061296,0.0003437981,0.0004864954,876,3153.4737362476,True,average,average,0103000020E610000001000000070000006E25C2E6ACA143402C96E3AB037D1BC058E345CB31A1434060FE4196E4791BC09CC9620232A143407BD8F59774781BC0E100C2138CA14340EF087574AE761BC08E1AE8CBF2A143406081948899781BC0E38DA04ECEA143402C6696A7C87C1BC06E25C2E6ACA143402C96E3AB037D1BC0
1574,Commercial,High,Average,Informal Residential,,2.4265132424,1086,799,1.3591989987,0.0022343584,0.0030369377,3322,1369.042600684,True,average,average,0103000020E6100000010000000700000077F036713A98434095FA6E9A259D1BC03ADBF9CA3C974340C49C195C5B991BC0BB38184D86974340479C6E791F8E1BC068E999724D9943406FEE3BCF728B1BC030C66841E799434020786C68D48B1BC01AB93794E899434044D19F68E38B1BC077F036713A98434095FA6E9A259D1BC0
1560,Unskilled manual labour,High,Average,Informal Residential,,1.9271610473,458,330,1.3878787879,0.0042077752,0.005839882,1208,626.8287757899,True,average,average,0103000020E610000001000000080000003430A5683C974340DD6DB1B466BE1AC01EB2EE8D79964340441548B33AB81AC0F71ACA3E54964340FB9EE36FC6B21AC0F06AE0114A974340DF7058FC38AA1AC0AA4D082E659743402FBB142B24AA1AC0EABBC13F0C984340BEBD242B69B21AC0FDA267C57A9743404944C106D9BD1AC03430A5683C974340DD6DB1B466BE1AC0
1562,Commercial,High,Average,Informal Residential,,2.2644533035,482,347,1.3890489914,0.0046980359,0.006525802,2113,933.117055978,True,average,average,0103000020E61000000100000007000000703B0603D4964340D5FF5802715F1BC0C0A38A222B9643409CA663A1D45B1BC09D3ADA9ABF9643407C6E6B6E274D1BC03A1200537F974340C411C210BB4D1BC04859DF640D984340C1C3CEE01F531BC0674B4DADD39743403D6A98B0505D1BC0703B0603D4964340D5FF5802715F1BC0
1572,Unskilled manual labour,High,Average,Informal Residential,,0.6714334113,337,243,1.3868312757,0.001992384,0.0027631005,956,1423.8195238496,True,average,average,0103000020E6100000010000000600000011E10F596E984340E7BDCA24DE341BC05F6DFF075C974340A0C559BDBA311BC00C772F64EA97434096EF6F7A7C2B1BC0D1E4D45A3B984340D05D0A5B732B1BC0BDDD8F1299984340A84ACB80CF2D1BC011E10F596E984340E7BDCA24DE341BC0
1563,Unskilled manual labour,High,Average,Informal Residential,,2.600530447,1031,750,1.3746666667,0.002522338,0.0034673739,2210,849.8266200169,True,average,average,0103000020E610000001000000080000003A1200537F974340C411C210BB4D1BC09D3ADA9ABF9643407C6E6B6E274D1BC01CF92CCA8C96434070B896CE294B1BC05CAD3A8CDD9643406058A321B43D1BC01B5D8A6ED89843402A2CD3BAFB3D1BC0BB0C9780F398434035A26F99493F1BC0AEF6EBAF84984340AB572E5C9C471BC03A1200537F974340C411C210BB4D1BC0
1568,Unskilled manual labour,High,Average,Informal Residential / Vegetation,,0.5399694541,253,186,1.3602150538,0.0021342666,0.0029030616,557,1031.5398320853,True,average,average,0103000020E610000001000000060000001F6A808B6097434015AE5B987E251BC066C09F0F579743403422681067251BC0F17BAB50C4974340D7D34388051B1BC014FFA77EF4974340859FA84C451B1BC00593F3F960984340844A7B3C7F231BC01F6A808B6097434015AE5B987E251BC0
1823,Unskilled manual labour,Medium,Average / Wealthy,Formal Residential,,0.500344501,1683,1225,1.373877551,0.0002972932,0.0004084445,1802,3601.5185464183,True,wealthy,average,0103000020E61000000100000008000000903BD0B902A04340913A432D59261BC09E9ADD55919F4340B0957523FC251BC090866119549F43402633428DE9211BC02E15D006E09F4340E3F68780651F1BC004385CCD43A0434005AB450302201BC099BF64716AA043400370F26ED1221BC0AE1A79A74CA04340C688971C3F251BC0903BD0B902A04340913A432D59261BC0
1394,Unskilled manual labour,Medium,Poor / Average,Informal Peri-Urban ,,6.9430482173,1415,1020,1.387254902,0.0049067479,0.00680691,2920,420.5645573279,,poor,poor,0103000020E61000000100000006000000E2BCC5D030864340DAA50492A32F1BC025AA51B3C4844340A3F53C259B161BC085617A0C75874340F1A9E52AEE101BC01000D7933E884340D4E79D1BD9161BC00FEC4CAEB18843401A34703FC9251BC0E2BCC5D030864340DAA50492A32F1BC0
1832,Commercial,High,Poor,Informal Residential,,0.9080669889,566,363,1.5592286501,0.0016043586,0.002501562,2120,2334.6295218586,True,poor,poor,0103000020E6100000010000000600000040B4A8345EA04340BD32590D1CC61BC01B31EFB6B39F43400644F8627FBA1BC0E50D9C5E4CA04340685CA1C7A9B71BC0FDF16881AEA04340767E6DD431B91BC076FD92B9F7A043407A24EA211BBE1BC040B4A8345EA04340BD32590D1CC61BC0
1794,Unskilled manual labour,High,Very Poor,Informal Residential,,0.4424267275,1055,795,1.3270440252,0.0004193618,0.0005565116,1904,4303.5374707274,True,poor,poor,0103000020E610000001000000070000009654DD5FE49E434090079A85043E1BC0D292DF645F9E4340A1CE4BFA27391BC0AA623573699E4340111E5C5FFB371BC0247EAAF3009F43406F74004564361BC0A2C7299A5F9F4340EA3CFAAA9D391BC028C93BCA3B9F4340B952C924543D1BC09654DD5FE49E434090079A85043E1BC0
2084,Unskilled manual labour,Medium,Average / Wealthy,Informal Residential,,8.1297669914,1249,874,1.4290617849,0.0065090208,0.0093017929,1566,192.6254469116,True,wealthy,average,0103000020E610000001000000070000009BA17B0D93A94340BCB9A12ADC591BC0042CB79E32A94340A083118EF2581BC0928C78D6A3A8434076CBA49A23511BC0782EA5133EAA434014B24305022B1BC07A857201E3AB4340E54A57071B191BC09435718595AA434044F694CB54561BC09BA17B0D93A94340BCB9A12ADC591BC0
1755,Unskilled manual labour,Medium,Average / Wealthy,Formal Residential,,0.1984558635,65,29,2.2413793103,0.0030531671,0.0068433056,487,2453.9461384853,True,wealthy,average,0103000020E6100000010000000600000094DAC5CE149E4340B55306DFE2231BC01C9AC55C829D43403693627A301F1BC0CB5E6F5A829D4340B856E8612B1F1BC00F4FA3FD1F9E4340B4E548462D1D1BC0705820B91C9E4340DE23364CB6231BC094DAC5CE149E4340B55306DFE2231BC0
1745,Commercial,Medium,Average / Wealthy,Formal Residential,,0.3431007454,972,743,1.3082099596,0.0003529843,0.0004617776,1243,3622.8426101053,True,wealthy,average,0103000020E610000001000000060000002FDAB4F4BA9D4340867DF61652281BC016255EA9459D43409CDA632DBA231BC01C9AC55C829D43403693627A301F1BC094DAC5CE149E4340B55306DFE2231BC053B1292CBB9D43404D5747EE51281BC02FDAB4F4BA9D4340867DF61652281BC0
1609,Unskilled manual labour,Medium,Poor / Average,Informal Residential,,0.7470688688,912,712,1.2808988764,0.0008191545,0.001049254,1625,2175.1676021486,True,poor,average,0103000020E610000001000000090000006BC7A7CD0C9A4340C13C794F3B581BC0414382D3279943404C308B0603581BC0ADD4983AF9984340B3F9903895541BC003CECD355F9943403735A2E9B64F1BC00A59D3A5099A4340AEB099334A511BC010D8CFF22D9A43400E3E00DB9F521BC0FC4A754D449A4340A53BF1AD11541BC0FB0C8B39119A4340202E76F824581BC06BC7A7CD0C9A4340C13C794F3B581BC0
1891,Skilled manual labour,Medium,Poor / Wealthy,Formal Residential / Informal Residential,,0.3868879183,661,473,1.3974630021,0.000585307,0.0008179449,1114,2879.3868900587,True,average,poor,0103000020E6100000010000000700000082691F856DA1434090391146784C1BC0672CB1DA06A1434016F5F9F2A8481BC032521E5F25A143408BFCBD4C91471BC08444356F08A2434061A0648028471BC06504BCCCFEA143401DB0E946204C1BC0E40FFEF2F8A143406CD6838A604C1BC082691F856DA1434090391146784C1BC0
1836,Unskilled manual labour,High,Very Poor / Poor,Informal Residential,,1.3481967234,1755,1261,1.3917525773,0.0007682033,0.0010691489,5322,3947.495130094,True,poor,poor,0103000020E61000000100000007000000B39F9BD2BE9F434009B419BFC3A61BC02B8EDA9C399F4340394D349FA1A31BC0DB95CFC8559F434015E91BA8749C1BC048CDFCA5D09F434068E19F3F5A991BC01EF8C00319A04340DA02C378999A1BC0EFB19CA704A1434098604BA9A6A41BC0B39F9BD2BE9F434009B419BFC3A61BC0
1824,Unskilled manual labour,High,Poor,Informal Residential,Picture for presentation,0.4264093866,1463,1063,1.3762935089,0.0002914623,0.0004011377,1894,4441.7408700196,True,poor,poor,0103000020E61000000100000008000000DEFB4994C89F4340A14897388A721BC05E0944639B9F43400F547AFD476D1BC0D297CB92B99F4340D24132DB0D6A1BC048EA6651CD9F434055E27324F4691BC067E5D04345A043401C52902DD16B1BC0D978F1A161A04340DC59E71B2A6F1BC05AEECC1755A043408667D5F5E1701BC0DEFB4994C89F4340A14897388A721BC0
1876,Unskilled manual labour,High,Poor,Informal Residential,,0.7048052417,1416,984,1.4390243902,0.0004977438,0.0007162655,2368,3359.7934008152,True,poor,poor,0103000020E61000000100000007000000E5E79B2DBDA14340834164F30C891BC004427F479CA0434045F6EC9A1E861BC025E6B1EEA9A0434054C531C287801BC05B44EB3A61A143400B89238D5F801BC034BC6E5EE9A14340CC47CEFB21871BC00F7F5994ECA14340AB25E50821881BC0E5E79B2DBDA14340834164F30C891BC0
1760,Unskilled manual labour,High,Poor,Informal Residential,,0.6151856038,400,280,1.4285714286,0.001537964,0.0021970914,1639,2664.2365978452,True,poor,poor,0103000020E610000001000000070000006D55230B969D4340DDDA015064911BC03CCC937C559D4340BE3D6D014D8C1BC056944A72F09D43408579AFD973831BC02E0501C7F89D4340CABCA55057831BC0A87004A9149E4340CE99FC79AA831BC0C27004A9149E4340FBF6CD596A8F1BC06D55230B969D4340DDDA015064911BC0
1722,Unskilled manual labour,High,Poor,Industrial / Informal Residential,,0.5963442448,1579,1146,1.3778359511,0.0003776721,0.0005203702,1441,2416.3895478003,True,poor,poor,0103000020E61000000100000009000000E6A31C05219D4340D92B50CB67391BC0E48745071F9D4340D764DA4B67391BC0CCF9B3E0329C43406E654B9E40351BC0000BE2AE259C43406F9156BA1C331BC0572A55167B9C4340580D4BFCC1301BC078EDBB1ACA9C43408D318245A0301BC0DE422951629D4340B3DC1AD0EF341BC06C0B0884259D43404D1BA49653391BC0E6A31C05219D4340D92B50CB67391BC0
1687,Unskilled manual labour,High,Poor,Informal Residential,,1.8426837208,851,632,1.3465189873,0.0021653158,0.0029156388,3148,1708.377821172,True,poor,poor,0103000020E61000000100000006000000ACA8DA24539C4340889BD3793D9F1BC080770AA76E9A43408619A3BA298F1BC0EA9105DE669A434073FD23C5328E1BC0607EDD3BB69A43402D1BE597998D1BC0E1A90FB1249D4340D078BBDB81941BC0ACA8DA24539C4340889BD3793D9F1BC0
1952,Commercial,High,Poor,Informal Residential,,0.3220877048,993,722,1.3753462604,0.0003243582,0.0004461049,1032,3204.0962278846,True,poor,poor,0103000020E61000000100000007000000C4B99ED400A34340E0476E2AEC7F1BC070DDA17C94A243405E5F755C057E1BC0A855AF15A2A2434043AFABF094781BC0D712F241CFA24340490926675D771BC06470F5C6FEA2434029CA01D4CC771BC036126D0B28A34340A3D23A90977E1BC0C4B99ED400A34340E0476E2AEC7F1BC0
1613,Unskilled manual labour,Medium,Average / Wealthy,Informal Residential,,0.3957277556,760,552,1.3768115942,0.0005206944,0.0007168981,946,2390.5323461924,True,wealthy,wealthy,0103000020E610000001000000060000007F2DA4C25699434063ECEBD9E5351BC0002AADB47C994340FB05530B4F2E1BC098336B739A994340DB5FA53F202E1BC0FDBD141E349A4340F30181CEA4311BC0F49A7CB9209A43403EEFE5F35E341BC07F2DA4C25699434063ECEBD9E5351BC0
1561,Unskilled manual labour,Medium,Average / Wealthy,Informal Residential,,1.1017825256,443,318,1.393081761,0.0024870937,0.0034647249,1549,1405.9035826167,True,wealthy,wealthy,0103000020E61000000100000009000000A278332011974340BC3F489F22321BC09F8C1D5B8B9643409A68DCC8E12C1BC0EC701A8F8A9643407695EFDF8A281BC01459900FCF964340845C7DB4DD251BC066C09F0F579743403422681067251BC01F6A808B6097434015AE5B987E251BC00C772F64EA97434096EF6F7A7C2B1BC05F6DFF075C974340A0C559BDBA311BC0A278332011974340BC3F489F22321BC0
1934,Office services,Medium,Average / Wealthy,Entertainment / Formal Residential,Sports,0.6705514246,228,162,1.4074074074,0.002941015,0.0041392063,419,624.8588619078,True,wealthy,wealthy,0103000020E61000000100000007000000D81AB4CA31A343403AD6B590566E1BC0924EC14989A243404B057785C46C1BC078BB46D80EA243400D5EBCAD42681BC0386447CBB5A24340540F7041DF641BC05FE3E3FD54A34340F40916A1D2681BC0F3CA141B45A34340F7FEE0D30E6E1BC0D81AB4CA31A343403AD6B590566E1BC0
1638,Unskilled manual labour,Medium,Average / Wealthy,Informal Residential,,0.2818494007,480,345,1.3913043478,0.0005871863,0.0008169548,1005,3565.734031945,True,wealthy,wealthy,0103000020E61000000100000006000000A0F565354B9A43408F10960D68351BC0F49A7CB9209A43403EEFE5F35E341BC0FDBD141E349A4340F30181CEA4311BC0EEB90228999A43401C20993BB62E1BC05DE6AAF5E39A4340FA2384A4A5341BC0A0F565354B9A43408F10960D68351BC0
1571,Unskilled manual labour,Medium,Average / Wealthy,Informal Residential,,0.5164689225,1000,765,1.3071895425,0.0005164689,0.0006751228,1241,2402.8551301853,True,wealthy,wealthy,0103000020E610000001000000060000000C772F64EA97434096EF6F7A7C2B1BC01F6A808B6097434015AE5B987E251BC00593F3F960984340844A7B3C7F231BC0869C392D8E984340B588B3790F241BC0D1E4D45A3B984340D05D0A5B732B1BC00C772F64EA97434096EF6F7A7C2B1BC0
1721,Skilled manual labour,Medium,Very Poor / Average,Formal Residential / Informal Residential,,0.663609054,1314,957,1.3730407524,0.0005050297,0.0006934264,1514,2281.4637486472,True,poor,poor,0103000020E61000000100000006000000AF9F0901D69C434007F2B93E215B1BC002E51950579C4340E7F73375A8571BC009004548C69C434040F7D66915501BC08A084C4BE79C434008FB78737E501BC0FA6A0F1C919D4340C90705103E581BC0AF9F0901D69C434007F2B93E215B1BC0
1529,Unskilled manual labour,Medium,Poor / Average,Informal Residential,,1.0727683608,476,345,1.3797101449,0.002253715,0.0031094735,2176,2028.3968836263,True,poor,poor,0103000020E610000001000000060000003DAE499C009543402AD1BD66C4851BC091114B4B5E94434054F79A4B9C811BC0DE00DE707294434069E39E6473791BC020917D6B36954340FFB7902A64771BC04A0D5D8589954340FED789F82D821BC03DAE499C009543402AD1BD66C4851BC0
1737,Commercial,Medium,Poor / Average,Industrial / Formal Residential / Informal Residential,,0.7928549862,,,,,,897,1131.3544287347,True,poor,poor,0103000020E61000000100000006000000041726EE5E9D43401FEC591F26141BC0DF6233D44B9D43403BC30E81BE131BC0F8E6A4EAE89C43402065CA7FB8061BC0225BBFEB0E9E43405FB44F0E3F0B1BC07C74460CE79D4340A34B089368111BC0041726EE5E9D43401FEC591F26141BC0
1767,Unskilled manual labour,Medium,Poor / Average,Informal Residential,,2.1230640184,239,165,1.4484848485,0.008883113,0.0128670547,1934,910.9475660065,True,poor,poor,0103000020E61000000100000007000000FF20AB38089E434085832ECF6CAB1BC028EC75CB7F9D4340D38D199C13AB1BC065675F7E459D4340DB96FE3FF2A61BC09CD4BDFB329E434049C3EC3645991BC0DB95CFC8559F434015E91BA8749C1BC02B8EDA9C399F4340394D349FA1A31BC0FF20AB38089E434085832ECF6CAB1BC0
1700,Unskilled manual labour,Medium,Poor / Average,Formal Residential / Informal Residential,,1.0459521917,754,542,1.3911439114,0.0013872045,0.0019298011,2460,2351.9239402785,True,poor,poor,0103000020E61000000100000007000000017E5062E99B43406DD7A6FA41871BC09A085792DF9B43402217D402FE7A1BC09A4B8FDD879C4340D3930697107B1BC022C69D88F29C43409A54EDF7D37D1BC03E29F7A5009D4340A67355D2F8801BC0F241514E8F9C4340733751C502871BC0017E5062E99B43406DD7A6FA41871BC0
1851,Commercial,Medium,Poor / Average,Informal Residential / Formal Residential,,0.2283144057,849,605,1.4033057851,0.0002689216,0.0003773792,1038,4546.3622716914,True,poor,poor,0103000020E6100000010000000800000099BF64716AA043400370F26ED1221BC004385CCD43A0434005AB450302201BC0D57CA81F5DA0434080729A38E21E1BC0E419FB01C3A043401C4E6E86921E1BC04CFB931CF1A04340F4D4F5B3F91E1BC0F52B6E6409A143401349B53A1F201BC0A4787107FEA043404D7E078BEA211BC099BF64716AA043400370F26ED1221BC0
1540,Unskilled manual labour,Medium,Poor / Average,Informal Residential,,0.7476674465,907,660,1.3742424242,0.0008243302,0.0011328295,2183,2919.7472888586,True,poor,poor,0103000020E6100000010000000800000011A8569A9C9543409448536C1A8C1BC06215BD61049543402418A23C308B1BC03DAE499C009543402AD1BD66C4851BC04A0D5D8589954340FED789F82D821BC0B1597C401C96434032BDE729E6831BC00B5723162796434099A407D24A841BC0C6870EC52796434076FA5D1460861BC011A8569A9C9543409448536C1A8C1BC0
1503,Unskilled manual labour,Medium,Poor / Average,Military / Informal Residential,,2.8710936544,951,691,1.3762662808,0.0030190259,0.0041549836,2181,759.6408416309,True,poor,poor,0103000020E61000000100000009000000977DFF2EA4934340F175AE4CC7A61BC0E4923F2808924340FBC75F48F59C1BC06013212DDB9143405914D6447A981BC05D2107EAF79143406AD74FB236941BC0387C172F7D9243406FA25939BF901BC098DD2A90A49243401CAEC8EA03911BC0E2F468262E944340E6D969C049971BC07836C1CBB9934340D390A5B275A61BC0977DFF2EA4934340F175AE4CC7A61BC0
1774,Unskilled manual labour,Medium,Poor / Average,Formal Residential / Informal Residential,,0.3933545838,531,369,1.4390243902,0.0007407808,0.0010660016,1933,4914.1412848024,True,poor,poor,0103000020E61000000100000007000000685F4FC4AD9E4340BC85B56734291BC04BE35CD0C69D4340913CC2C18C281BC053B1292CBB9D43404D5747EE51281BC094DAC5CE149E4340B55306DFE2231BC0705820B91C9E4340DE23364CB6231BC0E4FCB140AE9E4340CE30C6ED15231BC0685F4FC4AD9E4340BC85B56734291BC0
1600,Unskilled manual labour,Medium,Poor / Average,Formal Residential,,1.356192976,608,441,1.3786848073,0.0022305806,0.0030752675,1349,994.6962001966,True,poor,poor,0103000020E610000001000000070000006ED021A25D99434084C814E8714F1BC0AEF6EBAF84984340AB572E5C9C471BC0BB0C9780F398434035A26F99493F1BC046C3CA9B92994340D7026FC7A2401BC0BEBF0B99E4994340C449C0B5B2421BC006799E8CF49943407198B647C0481BC06ED021A25D99434084C814E8714F1BC0
1387,Unskilled manual labour,Medium,Poor / Average,Informal Peri-Urban ,,8.5822136239,470,342,1.3742690058,0.018260029,0.0250941919,1695,197.5014925374,,poor,poor,0103000020E6100000010000000500000003052E5775844340238FEBFEF24C1BC09800D551F88243406A9E56F796121BC025AA51B3C4844340A3F53C259B161BC0E2BCC5D030864340DAA50492A32F1BC003052E5775844340238FEBFEF24C1BC0
2096,Unskilled manual labour,High,Average,Informal Residential,,16.9149715791,1398,985,1.4192893401,0.0120994074,0.01717256,2893,171.0319161034,True,average,average,0103000020E61000000100000005000000DEFD458244AF43404E7E402662841BC01854716278AD4340CEC4FE27E17E1BC0B6007AE7DAAB43407E0369DDDD611BC035B9C615C5B14340EE52206711401BC0DEFD458244AF43404E7E402662841BC0
1735,Commercial,High,Average,Formal Residential,,0.7836395811,664,482,1.377593361,0.0011801801,0.0016258083,1700,2169.3646428223,True,average,average,0103000020E610000001000000050000003CCC937C559D4340BE3D6D014D8C1BC0F241514E8F9C4340733751C502871BC03E29F7A5009D4340A67355D2F8801BC056944A72F09D43408579AFD973831BC03CCC937C559D4340BE3D6D014D8C1BC0
1460,Unskilled manual labour,Medium,Poor / Average,Informal Peri-Urban ,,3.3387085577,557,410,1.3585365854,0.0059940908,0.0081431916,4522,1354.4159131859,,poor,average,0103000020E610000001000000070000006B49B881488F43404E1CC439D11A1BC036C1A3E8948E4340185758B4AD181BC0C642923F698E434021C2C7E7F50E1BC0B51A0450AB8F43405B0920D21FFF1AC0FAF5924728904340EFA8A0EF52001BC0B27017313E90434067EF361A63171BC06B49B881488F43404E1CC439D11A1BC0
1552,Unskilled manual labour,High,Average,Informal Residential,,1.4832792866,376,258,1.4573643411,0.0039448917,0.0057491445,5342,3601.4795381528,True,average,average,0103000020E61000000100000008000000FD6CCF72A79643407EC931BB629A1BC04C6E6BB0089643406A57BCBF97961BC0D7E56DE1089643403D17C8E313901BC01391F788FF964340DA982383D08B1BC0313D71253397434047CBCE2FCC8B1BC0BB38184D86974340479C6E791F8E1BC03ADBF9CA3C974340C49C195C5B991BC0FD6CCF72A79643407EC931BB629A1BC0
1821,Commercial,High,Average,Formal Residential,,0.2169042426,328,237,1.3839662447,0.0006612934,0.0009152078,622,2867.6248678506,True,average,average,0103000020E610000001000000060000008D8CC75D05A04340507A50AB8F3A1BC044E78F43B19F4340264EDB11DB381BC01FF1B8D7C19F43406CBBD5B725351BC08E4B690DF69F4340600B008898341BC094DF1D4854A04340E11E9F42A6361BC08D8CC75D05A04340507A50AB8F3A1BC0
